index,address,city,state,zip_code,type,count,clay,wall,grass,indoor,lights,proshop,latitude,longitude
245,Dunks Ferry Road,philadelphia,pa,19154.0,Public,4,False,False,False,False,True,False,40.1034008,-74.969587
246,Date Palm Lane,los angeles,ca,92270.0,Homeowners Community,3,False,False,False,False,True,False,33.7758388,-116.4413774
247,Lane Northwest,minneapolis-st. paul,mn,55448.0,Public,2,False,True,False,False,False,False,45.159508,-93.268255
248,Wren Street Northwest,minneapolis-st. paul,mn,55433.0,Public,3,False,False,False,False,False,False,45.171615,-93.327478
249,South Chestnut Street,philadelphia,pa,19520.0,Public,2,False,False,False,False,False,False,40.1544412,-75.835039
250,East Avenue,denver,co,80216.0,Public,1,False,False,False,False,False,False,39.7846142,-104.95572
251,North Leavitt Street,chicago,il,60625.0,Public,2,False,True,False,False,False,False,41.9734742,-87.683129
252,Bridge Avenue,new york,ny,8742.0,Public,2,False,False,False,False,False,False,40.0809938,-74.090799
253,Thornhill Drive,chicago,il,60188.0,Public,2,False,False,False,False,False,False,41.8918713,-88.096275
254,Ciro Street,new york,ny,11743.0,Public,7,False,False,False,False,False,False,40.8548024,-73.337173
255,Plymouth Road,minneapolis-st. paul,mn,55305.0,Homeowners Community,2,False,True,False,False,True,False,44.9625965,-93.4432375
256,East Princess Boulevard,phoenix,az,85255.0,Homeowners Community,2,False,False,False,False,True,False,33.647484,-111.9113624
257,Eddywood Street,boston,ma,1118.0,Public,4,False,False,False,False,False,False,42.0947355,-72.5407398
258,Doctor Davies Road,new york,ny,10920.0,Public,6,False,False,False,False,False,False,41.1515077,-73.9169276
259,Ohio Avenue,dayton-springfield,oh,45505.0,Public,3,False,False,False,False,True,False,39.8984196,-83.7996447
260,West Brooks Street,oklahoma city,ok,73069.0,Public,2,False,True,False,False,False,False,35.2060486,-97.4704993
261,Lattimer Drive,columbus,oh,43227.0,Public,2,False,False,False,False,False,False,39.9418242,-82.8657317
262,Sophomore Drive,los angeles,ca,90230.0,Public,4,False,True,False,False,False,False,34.0055608,-118.3883715
263,Crest Vista Drive,los angeles,ca,91754.0,Public,2,False,True,False,False,True,False,34.0537972,-118.1420374
264,Lion Lane,kansas city,mo,66043.0,Public,2,False,False,False,False,True,False,39.2437621,-94.8967266
265,Chateau Circle,los angeles,ca,92210.0,Homeowners Community,2,False,False,False,False,False,False,33.7170668,-116.3597417
266,East San Rafael Drive,phoenix,az,85258.0,Homeowners Community,1,False,False,False,False,True,False,33.5695674,-111.8935204
267,Inverness Way,san francisco - oakland - san jose,ca,94087.0,Public,2,False,True,False,False,True,False,37.3415111,-122.0252752
268,Santander Drive,san francisco - oakland - san jose,ca,94583.0,Homeowners Community,1,False,False,False,False,False,False,37.7613259,-121.9729829
269,West Willis Road,phoenix,az,85286.0,Homeowners Community,2,False,False,False,False,True,False,33.2841087,-111.8725777
270,Brickell Avenue,miami-fort lauderdale,fl,33129.0,Homeowners Community,1,False,False,False,False,True,False,25.7521159,-80.1984465
271,Clayton Road,san francisco - oakland - san jose,ca,94521.0,Homeowners Community,1,False,False,False,False,True,False,37.9557372,-121.9613528
272,Klein Oak Lane,houston - galveston - brazoria,tx,77389.0,Public,6,False,True,False,False,False,False,30.0966943,-95.5207479
273,West Airport Boulevard,houston - galveston - brazoria,tx,77035.0,Homeowners Community,1,True,False,False,False,True,False,29.6431598,-95.4988074
274,Antioch Road,kansas city,mo,66221.0,Public,2,False,False,False,False,False,False,38.8766473,-94.6870369
275,Southside Boulevard,jacksonville,fl,32256.0,Homeowners Community,1,False,False,False,False,True,False,30.207575,-81.5510738
276,Wyndham Lakes Boulevard,orlando,fl,32824.0,Homeowners Community,4,False,False,False,False,True,False,28.3572563,-81.3426661
277,Boscobel Drive,orlando,fl,34758.0,Homeowners Community,2,False,True,False,False,False,False,28.2430767,-81.4703715
278,Wood Hollow Drive,austin-san marcos,tx,78731.0,Homeowners Community,2,False,False,False,False,False,False,30.3574807,-97.7515411
279,South College Avenue,wilmington-newark,de,19702.0,Public,12,False,False,False,False,True,False,39.6286474,-75.741854
280,Avenue South,minneapolis-st. paul,mn,55407.0,Public,1,False,False,False,False,False,False,44.9422707,-93.244603
281,Hillside Lane West,minneapolis-st. paul,mn,55305.0,Public,8,False,True,False,False,False,False,44.9600229,-93.4149671
282,Northdale Boulevard Northwest,minneapolis-st. paul,mn,55433.0,Public,14,False,True,False,False,True,False,45.1834736,-93.32507
283,Grove Street,philadelphia,pa,19405.0,Public,2,False,False,False,False,False,False,40.1001181,-75.344839
284,Dunn Avenue,pittsburgh,pa,15301.0,Public,8,False,False,False,False,True,False,40.1678307,-80.220762
285,Northeast Street,seattle,wa,98011.0,Public,1,False,False,False,False,False,False,47.7695895,-122.2188771
286,Ellis Avenue,chicago,il,60419.0,Public,1,False,False,False,False,False,False,41.6300871,-87.592564
287,Cambridge Place,chicago,il,60487.0,Public,8,False,False,False,False,False,False,41.5774031,-87.841379
288,Taylor Avenue,milwaukee,wi,53405.0,Public,2,False,False,False,False,False,False,42.691,-87.825114
289,Mount Pleasant Road,new york,ny,7960.0,Public,2,False,False,False,False,False,False,40.8128916,-74.563307
290,West North Street,chicago,il,60521.0,Public,6,False,False,False,False,False,False,41.8086525,-87.93487
291,North Decatur Road,atlanta,ga,30033.0,Homeowners Community,1,False,False,False,False,True,False,33.7939226,-84.2797172
292,Ashborough Road Southeast,atlanta,ga,30067.0,Homeowners Community,2,False,False,False,False,False,False,33.9237053,-84.4986498
293,South Tally Ho Drive,boston,ma,1118.0,Public,3,False,False,False,False,False,False,42.0988115,-72.5023735
294,Southeast Steele Street,portland,or,97266.0,Public,2,False,True,False,False,True,False,45.4855603,-122.5699782
295,Rose Garden Lane,raleigh-durham-chapel hill,nc,27707.0,Homeowners Community,1,False,False,False,False,True,False,35.9467526,-78.9865601
296,Paseo De Las Flores,orlando,fl,32707.0,Homeowners Community,1,False,False,False,False,True,False,28.639263,-81.3209885
297,Richardson Avenue,los angeles,ca,92410.0,Public,10,False,True,False,False,True,False,34.0869377,-117.3104239
298,Decima Drive,los angeles,ca,92683.0,Homeowners Community,2,False,False,False,False,True,False,33.7405876,-117.9528987
299,Avenue Northeast,seattle,wa,98007.0,Homeowners Community,1,False,False,False,False,False,False,47.6218504,-122.1373916
300,Blue Ravine Road,sacramento-yolo,ca,95630.0,Homeowners Community,1,False,False,False,False,True,False,38.6750237,-121.1409402
301,Northwest Street,miami-fort lauderdale,fl,33015.0,Homeowners Community,1,False,False,False,False,False,False,25.9396378,-80.316292
302,Cagney Way,sacramento-yolo,ca,95835.0,Public,2,False,False,False,False,True,False,38.665642,-121.4996159
303,Heritage Meadow Lane,sacramento-yolo,ca,95610.0,Homeowners Community,1,False,False,False,False,True,False,38.7024667,-121.2594938
304,Slippery Creek Lane,sacramento-yolo,ca,95621.0,Homeowners Community,1,False,False,False,False,True,False,38.6826036,-121.3197362
305,Clearhaven Drive,dallas - fort worth,tx,75248.0,Homeowners Community,2,False,False,False,False,True,False,32.965701,-96.7886496
306,Broadsword Drive,washington,dc,20136.0,Public,4,False,True,False,False,False,False,38.7379921,-77.582112
307,Eads Street,washington,dc,20743.0,Public,2,False,False,False,False,False,False,38.892158,-76.90514
308,West Village Drive,tampa-st. petersburg-clearwater,fl,33624.0,Homeowners Community,2,False,False,False,False,False,False,28.0738736,-82.5227201
309,Osceola Road,tampa-st. petersburg-clearwater,fl,33756.0,Public,3,False,False,False,False,True,False,27.9341426,-82.8021419
310,Southwest Loop,san antonio,tx,78242.0,Public,3,False,False,False,False,False,False,29.3313426,-98.6189809
311,Buroak Ridge,san antonio,tx,78248.0,Homeowners Community,2,False,False,False,False,True,False,29.5965583,-98.5267746
312,Burlington Avenue,chicago,il,60558.0,Public,7,False,True,False,False,True,False,41.8068292,-87.908756
313,South Greenwood Avenue,chicago,il,60628.0,Public,1,False,False,False,False,False,False,41.7177101,-87.596721
314,North Milwaukee Avenue,chicago,il,60046.0,Homeowners Community,1,False,False,False,False,False,False,42.4192509,-88.07368
315,Spyglass Drive,denver,co,80123.0,Homeowners Community,4,False,False,False,False,False,False,39.5944868,-105.0441349
316,Lexington Boulevard,new york,ny,7066.0,Homeowners Community,1,True,False,False,False,False,False,40.6275603,-74.3129504
317,Hinton Avenue South,minneapolis-st. paul,mn,55016.0,Homeowners Community,1,False,False,False,False,True,False,44.8384648,-92.9508483
318,Northwest Street,miami-fort lauderdale,fl,33309.0,Homeowners Community,2,False,True,False,False,True,False,26.1848064,-80.1950884
319,Northwest Avenue,miami-fort lauderdale,fl,33324.0,Homeowners Community,2,False,False,False,False,True,False,26.133768,-80.2640641
320,Oakridge Avenue,boston,ma,3079.0,Homeowners Community,2,False,False,False,False,False,False,42.7402597,-71.1905694
321,Swarthmore Drive,baltimore,md,21204.0,Homeowners Community,4,False,False,False,False,False,False,39.4107579,-76.6017008
322,Asylum Avenue,hartford,ct,6105.0,Public,3,False,True,False,False,False,False,41.7769206,-72.7152765
323,Georgia Avenue,charlotte,nc,28112.0,Public,2,False,False,False,False,False,False,34.9736367,-80.5662954
324,Morningside Drive,new york,ny,6450.0,Homeowners Community,2,False,False,False,False,False,False,41.5517395,-72.7831364
325,Orgill Avenue,memphis,tn,38106.0,Public,6,False,False,False,True,True,True,35.1117731,-90.0200737
326,Atlantic Boulevard,new york,ny,11509.0,Public,3,True,False,False,False,False,False,40.5901584,-73.7441289
327,Ravenhurst Lane,houston - galveston - brazoria,tx,77070.0,Homeowners Community,2,False,True,False,False,True,False,29.9867485,-95.5534172
328,Englewood Place,st. louis,mo,63121.0,Homeowners Community,2,False,True,False,False,True,False,38.7150081,-90.2876616
329,South Louise Street,los angeles,ca,91205.0,Public,4,False,False,False,False,True,False,34.1431553,-118.2529092
330,East Dolphin Avenue,phoenix,az,85206.0,Homeowners Community,2,False,False,False,False,True,False,33.4026414,-111.7325664
331,Park Street,seattle,wa,98010.0,Public,1,False,False,False,False,False,False,47.3116312,-122.0055127
332,Lantern Grove Lane,sacramento-yolo,ca,95747.0,Homeowners Community,6,False,True,False,False,True,False,38.7779664,-121.3457537
333,Southwest Avenue,miami-fort lauderdale,fl,33173.0,Homeowners Community,1,False,False,False,False,False,False,25.7080432,-80.377264
334,Franz Road,houston - galveston - brazoria,tx,77493.0,Public,6,False,False,False,False,True,False,29.8026576,-95.8233225
335,Everglades Avenue,west palm beach - boca raton,fl,33438.0,Public,2,False,False,False,False,False,False,26.8658169,-80.6286192
336,Harbour Drive,houston - galveston - brazoria,tx,77586.0,Homeowners Community,1,False,False,False,False,False,False,29.5633883,-95.0339484
337,Mill Valley Place,west palm beach - boca raton,fl,33409.0,Homeowners Community,2,False,False,False,False,True,False,26.7316788,-80.106951
338,Memorial Drive,houston - galveston - brazoria,tx,77079.0,Homeowners Community,1,False,False,False,False,True,False,29.7774246,-95.6300104
339,Compton Drive,tampa-st. petersburg-clearwater,fl,33647.0,Homeowners Community,3,False,False,False,False,True,False,28.100244,-82.3857826
340,Cornwall Square Drive,tampa-st. petersburg-clearwater,fl,33578.0,Homeowners Community,1,False,False,False,False,True,False,27.9176957,-82.3414457
341,Spruce Street,jacksonville,fl,32204.0,Public,2,False,False,False,False,False,False,30.3252583,-81.6751742
342,Queens Harbor Boulevard,jacksonville,fl,32225.0,Homeowners Community,8,True,True,False,False,True,True,30.3238043,-81.4580333
343,Chiltern Drive,orlando,fl,32827.0,Homeowners Community,6,True,True,False,False,True,False,28.4160317,-81.2641418
344,Broadway Street Northeast,minneapolis-st. paul,mn,55413.0,Public,2,False,False,False,False,False,False,44.999198,-93.253294
345,New Brighton Road,minneapolis-st. paul,mn,55112.0,Public,1,False,False,False,False,False,False,45.0401923,-93.182607
346,Wheelbarrow Lane,new york,ny,6513.0,Public,4,False,False,False,False,False,False,41.3290262,-72.83405
347,Avenue,denver,co,80631.0,Public,2,False,False,False,False,False,False,40.3950974,-104.70983
348,South Columbus Drive,chicago,il,60605.0,Public,6,False,False,False,False,True,False,41.8709969,-87.621438
349,Wheeler Drive,chicago,il,60462.0,Public,3,False,True,False,False,False,False,41.6092397,-87.823285
350,Exeter Court,tampa-st. petersburg-clearwater,fl,34685.0,Homeowners Community,2,False,False,False,False,False,False,28.1053309,-82.6893711
351,Coal Valley Road,pittsburgh,pa,15025.0,Public,3,False,False,False,False,True,False,40.3107443,-79.9509215
352,Eisenhower Drive,denver,co,80303.0,Homeowners Community,1,False,False,False,False,False,False,40.0137597,-105.230881
353,Ben Fry Drive,richmond-petersburg,va,23831.0,Homeowners Community,1,False,False,False,False,False,False,37.3446756,-77.4404061
354,North Congress Avenue,west palm beach - boca raton,fl,33445.0,Homeowners Community,1,False,False,False,False,False,False,26.4705826,-80.0931966
355,Duck Lake Road South,detroit,mi,48356.0,Public,2,False,False,False,False,False,False,42.6513607,-83.5747254
356,Bay Ridge Drive,boston,ma,3062.0,Homeowners Community,2,False,False,False,False,True,False,42.7033719,-71.4578247
357,Plymouth Street,boston,ma,2333.0,Public,5,False,False,False,False,False,False,42.0274596,-70.9557045
358,Carver School Road,greensboro-winston-salem,nc,27105.0,Public,6,False,False,False,False,True,False,36.133551,-80.2075982
359,Lands End Drive,greensboro-winston-salem,nc,27408.0,Homeowners Community,2,False,False,False,False,False,False,36.1171722,-79.7961473
360,Sandy Point Road,new york,ny,6475.0,Homeowners Community,3,False,False,False,False,False,False,41.2826602,-72.4169183
361,Dahlia Court,new york,ny,8527.0,Homeowners Community,2,False,False,False,False,False,False,40.1218871,-74.2778563
362,East Street,grand rapids,mi,49423.0,Public,8,False,False,False,False,False,False,42.7782516,-86.0908735
363,Rebert Pike,dayton-springfield,oh,45502.0,Public,3,False,False,False,False,False,False,39.8703956,-83.8912368
364,North Thompkins Avenue,oklahoma city,ok,73008.0,Public,12,False,True,False,False,True,False,35.5033651,-97.650615
365,Ann Avenue,st. louis,mo,63021.0,Public,1,False,True,False,False,False,False,38.5633848,-90.5019701
366,Sinaloa Villa,los angeles,ca,93065.0,Homeowners Community,2,False,False,False,False,True,False,34.2691336,-118.7867332
367,Cypress Avenue,los angeles,ca,92831.0,Homeowners Community,1,False,False,False,False,False,False,33.890697,-117.8900707
368,East Encinas Avenue,phoenix,az,85234.0,Public,1,False,False,False,False,True,False,33.3685636,-111.7781961
369,Benton Street,san francisco - oakland - san jose,ca,95051.0,Public,2,False,False,False,False,True,False,37.3454859,-121.9921446
370,Ohlone Greenway,san francisco - oakland - san jose,ca,94702.0,Public,3,False,False,False,False,False,False,37.8776311,-122.2881746
371,Lenox Way,san francisco - oakland - san jose,ca,94127.0,Public,1,False,False,False,False,True,False,37.7414756,-122.465297
372,Harkins Slough Road,san francisco - oakland - san jose,ca,95076.0,Public,6,False,False,False,False,False,False,36.9133317,-121.7927599
373,Southwest Street,seattle,wa,98166.0,Public,2,False,False,False,False,False,False,47.4696532,-122.3557663
374,South Overlook Drive,san francisco - oakland - san jose,ca,94582.0,Homeowners Community,2,False,False,False,False,True,False,37.7665845,-121.9440258
